id,level,category,subcategory,stem,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,answerIndex,explanation,difficulty,image,importedAt
q0445,1,Quantitative Methods,Rates and Returns,"An investment has annual returns of 5.00%, -10.00%, and 6.00% over three years. The geometric mean annual return is closest to:",0.06%,0.33%,0.06%,0.17%,0.17%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,,2026-01-20T07:12:33.524Z
q0276,1,Economics,Elasticity,"Quantity demanded changes from 100 to 110 when price changes from 15 to 17. Using the midpoint method, price elasticity of demand is closest to:",0.76,0.76,0.38,1.14,1.14,0,A,Midpoint elasticity = (ΔQ/avg Q)/(ΔP/avg P). Sign is typically negative for demand.,4,,2026-01-20T07:12:33.520Z
q0573,1,Fixed Income,Bond Pricing,"A 7-year annual-pay bond has par 1,000 and coupon rate 6.50%. If YTM is 4.00%, the bond’s price is closest to:","1,150.05","1,196.05","1,104.05","1,000.00","1,000.00",0,A,Price is the PV of coupons and principal discounted at YTM.,4,q0573_q0573.png,2026-01-20T07:12:33.527Z
q0023,1,Quantitative Methods,Practice Problems,"Italian one-year government debt has an interest rate of 0.73 percent; Italian two-year government debt has an interest rate of 1.29 percent. The breakeven one-year reinvestment rate, one year from now is closest to:",1.01 percent.,1.11 percent.,1.85 percent.,2,,,C,"The one-year forward rate reflects the breakeven one-year reinvest- ment rate in one year, computed as follows: F1,1 = (1+r2)2/(1+r1) – 1, F1,1 = (1.0129)2/(1.0073) – 1 = 0.0185.",1,,2026-01-20T07:12:33.511Z
q0410,1,Quantitative Methods,Time Value of Money,"What is the future value of 1,000 invested today at 6.00% for 10 years, compounded annually?","1,790.85","1,600.00","1,689.48","1,898.30","1,898.30",0,A,FV = PV × (1+r)^n.,2,q0410_q0410.png,2026-01-20T07:12:33.523Z
q0590,1,Derivatives,Forwards and Futures,"For a non-dividend-paying asset with spot price 120 and risk-free rate 3.00%, the no-arbitrage forward price for T=0.5 years is closest to:",121.79,121.8,118.24,125.79,125.79,0,A,"Ignoring dividends, F0 = S0(1+r)^T (with consistent compounding).",3,,2026-01-20T07:12:33.528Z
q0803,1,Economics,LM7: Capital Flows and the FX Market,Un régime de change flottant (free float) implique que :,la banque centrale garantit une convertibilité zone étroite toujours.,les mouvements de capitaux sont interdits.,le taux est surtout déterminé par l’offre et la demande sur le marché.,le taux est fixé légalement à une parité fixe.,le taux est fixé légalement à une parité fixe.,2,C,,1,,2026-01-19T23:10:28.950Z
q0286,1,Financial Reporting & Analysis,Ratios,A firm has current assets of 500 and current liabilities of 250. Its current ratio is closest to:,2,2.5,1.5,1,1,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.520Z
q0843,1,Economics,LM7: Capital Flows and the FX Market,Un régime de change flottant (free float) implique que :,le taux est fixé légalement à une parité fixe.,le taux est surtout déterminé par l’offre et la demande sur le marché.,les mouvements de capitaux sont interdits.,la banque centrale garantit une convertibilité zone étroite toujours.,la banque centrale garantit une convertibilité zone étroite toujours.,1,B,,1,,2026-01-19T23:10:28.952Z
q0327,1,Corporate Finance,Dividend Policy,"In general, if a firm increases its dividend payout ratio, its sustainable growth rate MOST likely:",Decreases,Increases,Is unchanged,Equals the cost of equity,Equals the cost of equity,0,A,Sustainable growth = ROE × retention ratio; higher payout lowers retention and growth.,3,,2026-01-20T07:12:33.521Z
q0821,1,Economics,LM7: Capital Flows and the FX Market,"Dans le marché FX, les « sell-side » sont le plus souvent :",des autorités fiscales.,des entreprises non financières qui paient des salaires.,de grandes banques qui cotent des prix et font le market making.,des ménages touristes uniquement.,des ménages touristes uniquement.,2,C,,1,q0821_q0821.png,2026-01-19T23:10:28.951Z
q0168,1,Corporate Finance,Working Capital Management,"Holding other factors constant, increasing the collection period will MOST likely:",Increase the cash conversion cycle,Decrease the cash conversion cycle,Increase gross margin,Decrease inventory turnover,Decrease inventory turnover,0,A,CCC = DSO + DIO − DPO; higher DSO increases the cash conversion cycle.,3,,2026-01-20T07:12:33.517Z
q0338,1,Equity Investments,CAPM and Beta,"If Rf=4.00% and E(Rm)=10.00%, a stock with β=1.2 has CAPM expected return closest to:",11.20%,10.00%,10.00%,12.20%,12.20%,0,A,CAPM: E(Ri)=Rf+βi(E(Rm)−Rf).,3,q0338_q0338.png,2026-01-20T07:12:33.521Z
q0890,1,Economics,LM8: Exchange Rate Calculations,"Si le forward Ff/d est supérieur au spot Sf/d (même convention), on dit que :",il n’existe aucune interprétation possible.,la devise étrangère est à forward premium (ou la domestique à forward discount).,le marché est forcément en arbitrage permanent.,la devise étrangère est à forward discount (toujours).,la devise étrangère est à forward discount (toujours).,1,B,,3,,2026-01-19T23:10:28.954Z
q0523,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1300 and generates 550 per year for 4 years. Using discount rate 12.00%, the NPV is closest to:",371,491,251,-371,-371,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.526Z
q0575,1,Fixed Income,Bond Pricing,"A 4-year annual-pay bond has par 1,000 and coupon rate 4.00%. If YTM is 4.00%, the bond’s price is closest to:","1,000.00","1,040.00",960,"1,000.00","1,000.00",0,A,Price is the PV of coupons and principal discounted at YTM.,4,q0575_q0575.png,2026-01-20T07:12:33.527Z
q0138,1,Quantitative Methods,Hypothesis Testing,"In hypothesis testing, the significance level α = 0.1 is BEST interpreted as the:",Probability of rejecting a true null hypothesis (Type I error),Probability of failing to reject a false null hypothesis (Type II error),Probability that the null hypothesis is true,Power of the test,Power of the test,0,A,α is the Type I error rate: P(reject H0 | H0 true).,2,q0138_q0138.png,2026-01-20T07:12:33.516Z
q0920,1,Economics,LM8: Exchange Rate Calculations,"Si le forward Ff/d est supérieur au spot Sf/d (même convention), on dit que :",la devise étrangère est à forward premium (ou la domestique à forward discount).,il n’existe aucune interprétation possible.,le marché est forcément en arbitrage permanent.,la devise étrangère est à forward discount (toujours).,la devise étrangère est à forward discount (toujours).,0,A,,4,,2026-01-19T23:10:28.955Z
q0003,1,Quantitative Methods,Rates and Returns,Consider the following annual return for Fund Y over the past five years: Exhibit 1: Five-Year Annual Returns Year Return (%) Year 1 19.5 Year 2 −1.9 Year 3 19.7 Year 4 35.0 Year 5 5.7 The geometric mean return for Fund Y is closest to:,14.9 percent.,15.6 percent.,19.5 percent.,0,,,A,The geometric mean return for Fund Y is calculated as follows: ​ _ R ​ G​ = [(1 + 0.195) × (1 − 0.019) × (1 + 0.197) × (1 + 0.350) × (1 + 0.057)](1/5) − 1 = 14.9%.,1,q0003_q0003.png,2026-01-20T07:12:33.510Z
q0645,1,Economics,LM6: International Trade,Pays A peut produire 5 vin ou 14 tissu par jour. Pays B peut produire 7 vin ou 5 tissu. Le pays avec avantage comparatif en vin est :,Le pays B.,Le pays qui a la productivité la plus élevée en vin.,Les deux pays ont le même avantage comparatif en vin.,Impossible à déterminer sans le prix mondial.,Impossible à déterminer sans le prix mondial.,0,A,,4,,2026-01-19T23:10:30.148Z
q0356,1,Fixed Income,Bond Pricing,"A 7-year annual-pay bond has par 1,000 and coupon rate 4.00%. If YTM is 5.00%, the bond price is closest to:",942.14,989.24,895.03,"1,000.00","1,000.00",0,A,Price is PV of coupons and principal discounted at YTM.,4,q0356_q0356.png,2026-01-20T07:12:33.522Z
q0668,1,Economics,LM6: International Trade,Une quota d’importation se distingue d’un tarif car il :,limite directement la quantité importée plutôt que de taxer le prix.,augmente toujours le surplus des consommateurs.,subventionne automatiquement les consommateurs.,garantit des recettes fiscales supérieures à un tarif.,garantit des recettes fiscales supérieures à un tarif.,0,A,,3,,2026-01-19T23:10:30.149Z
q0600,1,Alternative Investments,Real Estate,"A property has net operating income (NOI) of 180,000 and market value of 2,800,000. The capitalization rate is closest to:",6.43%,7.43%,5.43%,7.14%,7.14%,0,A,Cap rate = NOI / market value.,2,,2026-01-20T07:12:33.528Z
q0659,1,Economics,LM6: International Trade,Une subvention à l’export (export subsidy) tend à :,réduire les exportations.,ne jamais coûter au budget public.,baisser les prix domestiques à coup sûr.,augmenter les exportations et réduire la quantité disponible domestiquement.,augmenter les exportations et réduire la quantité disponible domestiquement.,3,D,,3,,2026-01-19T23:10:30.149Z
q0346,1,Equity Investments,Equity Return Concepts,Dividend yield is BEST defined as:,Dividends per share over the period divided by beginning (or current) price,Price appreciation divided by price,Dividends divided by earnings,Earnings divided by price,Earnings divided by price,0,A,Dividend yield = dividends/price.,1,,2026-01-20T07:12:33.521Z
q0470,1,Economics,Currency Exchange Rates,"If EUR/USD = 1.05 and USD/JPY = 150.0, the implied EUR/JPY is closest to:",157.5,142.9,0.007,164.5,164.5,0,A,Cross rate: EUR/JPY = (EUR/USD)×(USD/JPY).,3,,2026-01-20T07:12:33.525Z
q0360,1,Fixed Income,Yield and Price,"All else equal, an increase in yields will cause bond prices to:",Decrease,Increase,Remain unchanged,Increase only for premium bonds,Increase only for premium bonds,0,A,Bond prices move inversely with yields.,1,q0360_q0360.png,2026-01-20T07:12:33.522Z
q0107,1,Quantitative Methods,Practice Problems,A characteristic of Big Data is that:,it involves formats with diverse structures.,one of its traditional sources is business processes.,real-time communication of it is uncommon due to vast content.,0,,,A,"Big Data is collected from many different sources and is in a variety of formats, including structured data (e.g., SQL tables), semistructured data (e.g., HTML code), and unstructured data (e.g., video messages).",1,,2026-01-20T07:12:33.515Z
q0566,1,Fixed Income,Bond Pricing,"A 6-year annual-pay bond has par 1,000 and coupon rate 7.00%. If YTM is 5.00%, the bond’s price is closest to:","1,101.51","1,145.57","1,057.45","1,000.00","1,000.00",0,A,Price is the PV of coupons and principal discounted at YTM.,4,q0566_q0566.png,2026-01-20T07:12:33.527Z
q0790,1,Economics,LM7: Capital Flows and the FX Market,Une cotation est dite « indirecte » du point de vue domestique quand :,elle est toujours exprimée en pourcentage.,elle ne peut pas être inversée.,la devise domestique est la devise de base (au dénominateur).,la devise domestique est au numérateur.,la devise domestique est au numérateur.,2,C,,3,,2026-01-19T23:10:30.154Z
q0515,1,Financial Reporting & Analysis,Income Taxes,A deferred tax liability is MOST likely to arise when:,Tax depreciation exceeds accounting depreciation in early years,Accounting depreciation exceeds tax depreciation in early years,Permanent differences reduce taxable income,Taxable income equals pretax income in all periods,Taxable income equals pretax income in all periods,0,A,"Accelerated tax depreciation lowers taxes early, creating taxes payable later (DTL).",4,,2026-01-20T07:12:33.526Z
q0672,1,Economics,LM6: International Trade,Les gagnants probables d’un tarif sont souvent :,les producteurs domestiques du secteur protégé (à court terme).,les contribuables (sans coût).,les consommateurs domestiques.,les importateurs (sans changement).,les importateurs (sans changement).,0,A,,2,,2026-01-19T23:10:30.149Z
q0251,1,Quantitative Methods,Sampling and Estimation,"A population standard deviation is known to be 15. For sample size n=64, the 95% (or 90% if stated) two-sided z critical value is used. If α=0.1, the margin of error for the mean is closest to:",3.08,2.47,3.7,1.88,1.88,0,A,Margin of error = z_(α/2) × σ/√n (with appropriate z).,4,q0251_q0251.png,2026-01-20T07:12:33.519Z
q0541,1,Corporate Finance,Break-Even Analysis,"A firm has fixed costs of 60,000. If price per unit is 50 and variable cost per unit is 15, the break-even quantity (units) is closest to:","1,714","1,543","1,886","1,200","1,200",0,A,Break-even units = Fixed costs / (Price − Variable cost).,3,,2026-01-20T07:12:33.526Z
q0253,1,Quantitative Methods,Sampling and Estimation,"A population standard deviation is known to be 10. For sample size n=36, the 95% (or 90% if stated) two-sided z critical value is used. If α=0.1, the margin of error for the mean is closest to:",2.74,2.19,3.29,1.67,1.67,0,A,Margin of error = z_(α/2) × σ/√n (with appropriate z).,4,q0253_q0253.png,2026-01-20T07:12:33.519Z
q0247,1,Quantitative Methods,Probability Concepts,"Event A has probability 0.3. If P(B|A)=0.6 and P(B|not A)=0.3, what is P(A|B) closest to?",0.462,0.39,0.18,0.562,0.562,0,A,"Bayes’ rule: P(A|B)=P(B|A)P(A)/P(B), where P(B)=P(B|A)P(A)+P(B|¬A)P(¬A).",4,,2026-01-20T07:12:33.519Z
q0012,1,Quantitative Methods,Rates and Returns,The strategy of using leverage to enhance investment returns:,amplifies gains but not losses.,doubles the net return if half of the invested capital is borrowed.,increases total investment return only if the return earned exceeds the bor- rowing cost.,2,,,C,"The use of leverage can increase an investor’s return if the total investment return earned on the leveraged investment exceeds the borrowing cost on debt. A is incorrect because leverage amplifies both gains and losses. B is incorrect because, if half of the invested capital is borrowed, then the investor’s gross (not net) return would double.",1,q0012_q0012.png,2026-01-20T07:12:33.511Z
q0258,1,Quantitative Methods,Simple Linear Regression,"In a simple regression of Y on X, the slope coefficient is estimated as 0.6. This is BEST interpreted as:",A one-unit increase in X is associated with an average increase of 0.6 in Y,A one-unit increase in Y causes X to increase,The correlation between X and Y is exactly 0.6,The intercept equals 0.6,The intercept equals 0.6,0,A,"The slope measures the average change in Y for a one-unit change in X, holding other factors constant (in simple regression, just the linear relationship).",2,q0258_q0258.png,2026-01-20T07:12:33.519Z
q0172,1,Equity Investments,Market Organization,"A market with many buyers and sellers, low transaction costs, and rapid information dissemination is MOST consistent with:",An informationally efficient market,A monopoly market,A primary market,A dealer market only,A dealer market only,0,A,These features support the idea that prices reflect available information quickly.,2,,2026-01-20T07:12:33.517Z
q0055,1,Quantitative Methods,Hypothesis Testing,A Type II error is best described as:,rejecting a true null hypothesis.,failing to reject a false null hypothesis.,failing to reject a false alternative hypothesis.,1,,,B,A Type II error occurs when a false null hypothesis is not rejected.,1,q0055_q0055.png,2026-01-20T07:12:33.513Z
q0799,1,Economics,LM7: Capital Flows and the FX Market,Une intervention de la banque centrale sur le FX market vise souvent à :,fixer le budget public.,définir la productivité du travail.,influencer le taux de change (niveau/volatilité) via achats/ventes de devises.,contrôler les prix de toutes les actions.,contrôler les prix de toutes les actions.,2,C,,3,,2026-01-19T23:10:30.154Z
q0652,1,Economics,LM6: International Trade,Les gagnants probables d’un tarif sont souvent :,les importateurs (sans changement).,les contribuables (sans coût).,les consommateurs domestiques.,les producteurs domestiques du secteur protégé (à court terme).,les producteurs domestiques du secteur protégé (à court terme).,3,D,,2,,2026-01-19T23:10:30.149Z
q0304,1,Financial Reporting & Analysis,Cash Flow Statement,"Under the indirect method, an increase of 50 in accounts receivable will MOST likely:",Decrease cash flow from operations,Increase cash flow from operations,Increase cash flow from investing,Decrease net income directly,Decrease net income directly,0,A,Increases in non-cash current assets are uses of cash and reduce CFO.,2,,2026-01-20T07:12:33.520Z
q0698,1,Economics,LM6: International Trade,Une quota d’importation se distingue d’un tarif car il :,limite directement la quantité importée plutôt que de taxer le prix.,garantit des recettes fiscales supérieures à un tarif.,augmente toujours le surplus des consommateurs.,subventionne automatiquement les consommateurs.,subventionne automatiquement les consommateurs.,0,A,,3,,2026-01-19T23:10:30.150Z
q0996,1,Economics,LM8: Exchange Rate Calculations,On a CAD/USD = 1.3321 et USD/EUR = 0.9549. Le cross-rate CAD/EUR (approx.) vaut :,1.2466,1.2975,1.3950,1.2720,1.2720,3,D,,3,,2026-01-19T23:10:28.958Z
q0374,1,Derivatives,Options,The payoff of a long call option at expiration is:,"max(S−K, 0)","max(K−S, 0)",S+K,K+S,K+S,0,A,"A long call pays off when the underlying price exceeds the strike: max(S−K,0).",1,q0374_q0374.png,2026-01-20T07:12:33.522Z
q0778,1,Economics,LM7: Capital Flows and the FX Market,Le bid-ask spread correspond à :,le coût fixe d’un exportateur.,l’écart entre le prix d’achat (bid) et de vente (ask/offer).,la différence entre PIB nominal et réel.,le différentiel d’inflation.,le différentiel d’inflation.,1,B,,1,,2026-01-19T23:10:30.153Z
q0808,1,Economics,LM7: Capital Flows and the FX Market,Le bid-ask spread correspond à :,le coût fixe d’un exportateur.,le différentiel d’inflation.,l’écart entre le prix d’achat (bid) et de vente (ask/offer).,la différence entre PIB nominal et réel.,la différence entre PIB nominal et réel.,2,C,,1,,2026-01-19T23:10:28.950Z
q0062,1,Quantitative Methods,Hypothesis Testing,A chi-square test is most appropriate for tests concerning:,a single variance.,differences between two population means with variances assumed to be equal.,differences between two population means with variances not assumed to be equal.,0,,,A,A chi-square test is used for tests concerning the variance of a single normally distributed population.,1,q0062_q0062.png,2026-01-20T07:12:33.513Z
q0628,1,Economics,LM6: International Trade,Une quota d’importation se distingue d’un tarif car il :,limite directement la quantité importée plutôt que de taxer le prix.,augmente toujours le surplus des consommateurs.,subventionne automatiquement les consommateurs.,garantit des recettes fiscales supérieures à un tarif.,garantit des recettes fiscales supérieures à un tarif.,0,A,,3,,2026-01-19T23:10:30.148Z
q0782,1,Economics,LM7: Capital Flows and the FX Market,Une cotation A/B signifie généralement :,"nombre d’unités de B pour 1 unité de A, sans exception.",parité de pouvoir d’achat.,"nombre d’unités de A (price) pour 1 unité de B (base), selon la convention.",taux d’intérêt de A moins celui de B.,taux d’intérêt de A moins celui de B.,2,C,,2,,2026-01-19T23:10:30.153Z
q0598,1,Derivatives,Options,The payoff of a long call option at expiration is:,"max(S−K, 0)","max(K−S, 0)",S+K,K+S,K+S,0,A,"A long call payoff is max(S−K, 0).",1,q0598_q0598.png,2026-01-20T07:12:33.528Z
q0078,1,Quantitative Methods,Simple Linear Regression,The correlation between X and Y is closest to:,−0.7436.,0.7436.,0.8623.,2,,,C,"Because the slope is positive, the correlation between X and Y is sim- ply the square root of the coefficient of determination: ​√ _ 0.7436 ​ = 0.8623.",1,q0078_q0078.png,2026-01-20T07:12:33.514Z
q0715,1,Economics,LM6: International Trade,Pays A peut produire 6 vin ou 9 tissu par jour. Pays B peut produire 7 vin ou 6 tissu. Le pays avec avantage comparatif en vin est :,Le pays qui a la productivité la plus élevée en vin.,Le pays B.,Les deux pays ont le même avantage comparatif en vin.,Impossible à déterminer sans le prix mondial.,Impossible à déterminer sans le prix mondial.,1,B,,5,,2026-01-19T23:10:30.151Z
q0080,1,Quantitative Methods,Simple Linear Regression,Is the relationship between the ratio of cash flow to operations and the ratio of net income to sales significant at the 0.05 level?,"No, because the R2 is greater than 0.05","No, because the p-values of the intercept and slope are less than 0.05","Yes, because the p-values for F and t for the slope coefficient are less than 0.05 The following information relates to questions 13-17 Howard Golub, CFA, is preparing to write a research report on Stellar Energy Corp. common stock. One of the world’s largest companies, Stellar is in the business of refining and marketing oil. As part of his analysis, Golub wants to evaluate the sensitivity of the stock’s returns to various economic factors. For example, a client recently asked Golub whether the price of Stellar Energy Corp. stock has tended to rise following increases in retail energy prices. Golub believes the association between the two variables is negative, but he does not know the strength of the association. Golub directs his assistant, Jill Batten, to study the relationships between (1) Stel- lar monthly common stock returns and the previous month’s percentage change in the US Consumer Price Index for Energy (CPIENG) and (2) Stellar monthly common stock returns and the previous month’s percentage change in the US Producer Price Index for Crude Energy Materials (PPICEM). Golub wants Batten to run both a correlation and a linear regression analysis. In response, Batten compiles the summary statistics shown in Exhibit 1 for 248 months. All the data are in decimal form, where 0.01 indicates a 1 percent return. Batten also runs a regression analysis using Stellar monthly returns as the dependent variable and the monthly change in CPIENG as the independent variable. Exhibit 2 displays the results of this regression model. Exhibit 1: Descriptive Statistics Stellar Common Stock Monthly Return Lagged Monthly Change CPIENG PPICEM Mean 0.0123 0.0023 0.0042 Standard deviation 0.0717 0.0160 0.0534 Covariance, Stellar vs. CPIENG −0.00017 Covariance, Stellar vs. PPICEM −0.00048 Covariance, CPIENG vs. PPICEM 0.00044 Correlation, Stellar vs. CPIENG −0.1452 Simple Linear Regression Exhibit 2: Regression Analysis with CPIENG Regression Statistics R2 0.0211 Standard error of the estimate 0.0710 Observations Coefficients Standard Error t-Statistic Intercept 0.0138 0.0046 3.0275 CPIENG (%) −0.6486 0.2818 −2.3014 Critical t-values One-sided, left side: −1.651 One-sided, right side: +1.651 Two-sided: ±1.967",2,,,C,"The p-value is the smallest level of significance at which the null hy- potheses concerning the slope coefficient can be rejected. In this case, the p-value is less than 0.05, and thus the regression of the ratio of cash flow from operations to sales on the ratio of net income to sales is significant at the 5 percent level.",1,q0080_q0080.png,2026-01-20T07:12:33.514Z
q0874,1,Economics,LM7: Capital Flows and the FX Market,Un currency board se caractérise typiquement par :,un taux de change fixé mais sans engagement.,une absence de réserves de change.,une politique monétaire totalement discrétionnaire.,une forte contrainte: base monétaire couverte par des réserves en devise d’ancrage.,une forte contrainte: base monétaire couverte par des réserves en devise d’ancrage.,3,D,,3,,2026-01-19T23:10:28.953Z
q0377,1,Derivatives,Forwards and Futures,"For a non-dividend-paying asset with spot price 120 and risk-free rate 4.00%, the no-arbitrage forward price for maturity T=0.5 years is closest to:",122.38,122.4,117.67,127.38,127.38,0,A,"Ignoring dividends and using annual compounding, F0 = S0(1+r)^T.",3,,2026-01-20T07:12:33.522Z
q0579,1,Fixed Income,Yield Measures,"A bond has annual coupon rate 4.00% on par 1,000 and is priced at 1050. Its current yield is closest to:",3.81%,4.31%,3.31%,4.00%,4.00%,0,A,Current yield = annual coupon / current price.,2,,2026-01-20T07:12:33.527Z
q0916,1,Economics,LM8: Exchange Rate Calculations,On a CAD/USD = 1.2259 et USD/EUR = 1.0078. Le cross-rate CAD/EUR (approx.) vaut :,1.2165,1.2355,1.2602,1.2108,1.2108,1,B,,2,,2026-01-19T23:10:28.955Z
q0733,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,"suppression des barrières entre membres, mais politique extérieure propre à chacun.",monnaie unique obligatoire.,tarif extérieur commun obligatoire.,interdiction des IDE.,interdiction des IDE.,0,A,,2,,2026-01-19T23:10:30.152Z
q0083,1,Quantitative Methods,Simple Linear Regression,"Based on Batten’s regression model, the coefficient of determination indicates that:",Stellar’s returns explain 2.11 percent of the variability in CPIENG.,Stellar’s returns explain 14.52 percent of the variability in CPIENG.,changes in CPIENG explain 2.11 percent of the variability in Stellar’s returns.,2,,,C,"R2 is the coefficient of determination. In this case, it shows that 2.11% of the variability in Stellar’s returns is explained by changes in CPIENG.",1,q0083_q0083.png,2026-01-20T07:12:33.514Z
q0145,1,Economics,Monetary Policy,A central bank that lowers its policy rate is MOST likely aiming to:,Increase aggregate demand,Decrease money supply,Appreciate the domestic currency,Reduce inflation immediately without tradeoffs,Reduce inflation immediately without tradeoffs,0,A,"Lower policy rates tend to stimulate borrowing/spending, increasing aggregate demand.",2,,2026-01-20T07:12:33.516Z
q0019,1,Quantitative Methods,Practice Problems,"Grupo Ignacia issued 10-year corporate bonds four years ago. The bonds pay an annualized coupon of 10.7 percent on a semiannual basis, and the current price of the bonds is MXN97.50 per MXN100 of par value. The YTM of the bonds is closest to:",11.28 percent.,11.50 percent.,11.71 percent.,0,,,A,"The YTM is calculated by solving for the RATE spreadsheet function with the following inputs: number of periods of 12 (=6 × 2), coupon payments of 5.35 (=10.7/2), PV of −97.50, and FV of 100. The resulting solution for RATE of 5.64 percent is in semiannual terms, so multiply by 2 to calculate annualized YTM of 11.28 percent. B is incorrect, as 11.50 percent is the result if number of periods used is eight, in- stead of 12.",1,q0019_q0019.png,2026-01-20T07:12:33.511Z
q0502,1,Financial Reporting & Analysis,Inventory,"Beginning inventory is 260, purchases are 1000, and ending inventory is 320. Cost of goods sold is closest to:",940,980,900,1260,1260,0,A,COGS = Beginning inventory + Purchases − Ending inventory.,2,,2026-01-20T07:12:33.525Z
q0288,1,Financial Reporting & Analysis,Ratios,A firm has current assets of 800 and current liabilities of 500. Its current ratio is closest to:,1.6,2.1,1.1,0.6,0.6,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.520Z
q0664,1,Economics,LM6: International Trade,Le commerce international peut accroître le bien-être car il :,supprime l’innovation.,force chaque pays à produire tous les biens.,réduit toujours la variété des biens.,permet une spécialisation et une consommation au-delà de la PPF domestique.,permet une spécialisation et une consommation au-delà de la PPF domestique.,3,D,,1,,2026-01-19T23:10:30.149Z
q0923,1,Economics,LM8: Exchange Rate Calculations,Pourquoi les opportunités d’arbitrage de cross-rates sont-elles rares ?,Les marchés FX liquides ajustent rapidement les prix (efficience + coûts).,Car les taux spot sont fixés par la loi partout.,Car les cross-rates sont interdits.,Car les devises ne peuvent pas être inversées.,Car les devises ne peuvent pas être inversées.,0,A,,2,,2026-01-19T23:10:28.955Z
q0526,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1300 and generates 500 per year for 5 years. Using discount rate 12.00%, the NPV is closest to:",502,622,382,-502,-502,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.526Z
q0578,1,Fixed Income,Yield Measures,"A bond has annual coupon rate 4.00% on par 1,000 and is priced at 1020. Its current yield is closest to:",3.92%,4.42%,3.42%,4.00%,4.00%,0,A,Current yield = annual coupon / current price.,2,,2026-01-20T07:12:33.527Z
q0864,1,Economics,LM7: Capital Flows and the FX Market,Un currency board se caractérise typiquement par :,une absence de réserves de change.,une forte contrainte: base monétaire couverte par des réserves en devise d’ancrage.,une politique monétaire totalement discrétionnaire.,un taux de change fixé mais sans engagement.,un taux de change fixé mais sans engagement.,1,B,,3,,2026-01-19T23:10:28.953Z
q0942,1,Economics,LM8: Exchange Rate Calculations,Spot = 1.23074 et forward points = +0.00166. Le forward rate (approx.) est :,1.22908,1.23074,1.23278,1.23239,1.23239,3,D,,2,,2026-01-19T23:10:28.956Z
q0760,1,Economics,LM7: Capital Flows and the FX Market,Une cotation est dite « indirecte » du point de vue domestique quand :,la devise domestique est au numérateur.,la devise domestique est la devise de base (au dénominateur).,elle ne peut pas être inversée.,elle est toujours exprimée en pourcentage.,elle est toujours exprimée en pourcentage.,1,B,,3,,2026-01-19T23:10:30.152Z
q0316,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1200 and is expected to generate 500 per year for 4 years. If the discount rate is 12.00%, the NPV is closest to:",319,419,219,-319,-319,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.521Z
q0216,1,Ethics,Standards of Professional Conduct,A member shares client-specific performance data with a prospective client without permission. This is MOST likely a violation of:,Confidentiality,Market manipulation,Material nonpublic information,Record retention,Record retention,0,A,Client information must be kept confidential unless consent is given or required by law.,2,,2026-01-20T07:12:33.518Z
q0421,1,Quantitative Methods,Time Value of Money,"What is the future value of 750 invested today at 6.00% for 4 years, compounded annually?",946.86,930,893.26,"1,003.67","1,003.67",0,A,FV = PV × (1+r)^n.,2,q0421_q0421.png,2026-01-20T07:12:33.523Z
q0825,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,rendre les exportations moins chères.,rendre les exportations plus chères et les importations moins chères.,augmenter automatiquement le solde commercial.,ne pas affecter les flux commerciaux.,ne pas affecter les flux commerciaux.,1,B,,2,,2026-01-19T23:10:28.951Z
q0418,1,Quantitative Methods,Time Value of Money,"What is the future value of 2,500 invested today at 10.00% for 8 years, compounded annually?","5,358.97","4,500.00","4,871.79","5,894.87","5,894.87",0,A,FV = PV × (1+r)^n.,2,q0418_q0418.png,2026-01-20T07:12:33.523Z
q0180,1,Equity Investments,Equity Risk,Beta measures a stock’s sensitivity to:,Market returns,Firm-specific risk only,Interest rate changes only,Inflation only,Inflation only,0,A,Beta is sensitivity to market returns.,1,,2026-01-20T07:12:33.517Z
q0363,1,Fixed Income,Credit Risk,A widening credit spread MOST likely indicates:,Higher perceived credit risk,Lower interest rate risk,Higher liquidity,Lower required return,Lower required return,0,A,Spreads compensate for credit/liquidity; widening often reflects rising risk.,2,,2026-01-20T07:12:33.522Z
q0713,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,tarif extérieur commun obligatoire.,interdiction des IDE.,"suppression des barrières entre membres, mais politique extérieure propre à chacun.",monnaie unique obligatoire.,monnaie unique obligatoire.,2,C,,2,,2026-01-19T23:10:30.151Z
